Office Name,Pincode,"Delivery/
Non Delivery","Office
Type",Circle,Region,Division,Division ID,Region ID
Holalkere S.O,577526,Delivery,PO,Karnataka Circle,South Karnataka Region,Chitradurga,21530023,21610003
Hosadurga S.O,577527,Delivery,PO,Karnataka Circle,South Karnataka Region,Chitradurga,21530023,21610003
Jagalur S.O,577528,Delivery,PO,Karnataka Circle,South Karnataka Region,Davanagere,21530024,21610003
Kondlahalli S.O,577529,Delivery,PO,Karnataka Circle,South Karnataka Region,Chitradurga,21530023,21610003
Malebennur S.O,577530,Delivery,PO,Karnataka Circle,South Karnataka Region,Davanagere,21530024,21610003
Malladihalli S.O,577531,Delivery,PO,Karnataka Circle,South Karnataka Region,Chitradurga,21530023,21610003
Maradihalli S.O,577532,Delivery,PO,Karnataka Circle,South Karnataka Region,Chitradurga,21530023,21610003
Mathodu S.O,577533,Delivery,PO,Karnataka Circle,South Karnataka Region,Chitradurga,21530023,21610003
Mayakonda S.O,577534,Delivery,PO,Karnataka Circle,South Karnataka Region,Davanagere,21530024,21610003
Molakalmuru S.O,577535,Delivery,PO,Karnataka Circle,South Karnataka Region,Chitradurga,21530023,21610003
Nayakanahatti S.O,577536,Delivery,PO,Karnataka Circle,South Karnataka Region,Chitradurga,21530023,21610003
Obalapura S.O,577537,Delivery,PO,Karnataka Circle,South Karnataka Region,Chitradurga,21530023,21610003
Parasurampura S.O,577538,Delivery,PO,Karnataka Circle,South Karnataka Region,Chitradurga,21530023,21610003
Ramagiri S.O (Chitradurga),577539,Delivery,PO,Karnataka Circle,South Karnataka Region,Chitradurga,21530023,21610003
Rampura S.O (Chitradurga),577540,Delivery,PO,Karnataka Circle,South Karnataka Region,Chitradurga,21530023,21610003
Sirigere S.O (Chitradurga),577541,Delivery,PO,Karnataka Circle,South Karnataka Region,Chitradurga,21530023,21610003
Srirampura S.O,577542,Delivery,PO,Karnataka Circle,South Karnataka Region,Chitradurga,21530023,21610003
Thallak S.O,577543,Delivery,PO,Karnataka Circle,South Karnataka Region,Chitradurga,21530023,21610003
Yerabally S.O,577545,Delivery,PO,Karnataka Circle,South Karnataka Region,Chitradurga,21530023,21610003
Hariyabbe S.O,577546,Delivery,PO,Karnataka Circle,South Karnataka Region,Chitradurga,21530023,21610003
Bilichodu S.O,577553,Delivery,PO,Karnataka Circle,South Karnataka Region,Davanagere,21530024,21610003
Mallappanahalli S.O,577554,Delivery,PO,Karnataka Circle,South Karnataka Region,Chitradurga,21530023,21610003
Godabanahal S.O,577555,Delivery,PO,Karnataka Circle,South Karnataka Region,Chitradurga,21530023,21610003
Anagodu S.O,577556,Delivery,PO,Karnataka Circle,South Karnataka Region,Davanagere,21530024,21610003
H.D.Pura S.O,577557,Delivery,PO,Karnataka Circle,South Karnataka Region,Chitradurga,21530023,21610003
Aimangala S.O,577558,Delivery,PO,Karnataka Circle,South Karnataka Region,Chitradurga,21530023,21610003
Doddabathi S.O,577566,Delivery,PO,Karnataka Circle,South Karnataka Region,Davanagere,21530024,21610003
Kondajji S.O,577589,Delivery,PO,Karnataka Circle,South Karnataka Region,Davanagere,21530024,21610003
Dharmapura S.O,577596,Delivery,PO,Karnataka Circle,South Karnataka Region,Chitradurga,21530023,21610003
Belagur S.O,577597,Delivery,PO,Karnataka Circle,South Karnataka Region,Chitradurga,21530023,21610003
Hiriyur S.O,577598,Delivery,PO,Karnataka Circle,South Karnataka Region,Chitradurga,21530023,21610003
Hiriyur  Sugar Factory S.O,577599,Delivery,PO,Karnataka Circle,South Karnataka Region,Chitradurga,21530023,21610003
Harihara S.O,577601,Delivery,PO,Karnataka Circle,South Karnataka Region,Davanagere,21530024,21610003
Arehalli S.O,573101,Delivery,PO,Karnataka Circle,South Karnataka Region,Hassan,21530025,21610003
Arkalgud S.O,573102,Delivery,PO,Karnataka Circle,South Karnataka Region,Hassan,21530025,21610003
Arsikere H.O,573103,Delivery,HO,Karnataka Circle,South Karnataka Region,Hassan,21530025,21610003
Bagur S.O (Hassan),573111,Delivery,PO,Karnataka Circle,South Karnataka Region,Hassan,21530025,21610003
Banavara S.O,573112,Delivery,PO,Karnataka Circle,South Karnataka Region,Hassan,21530025,21610003
Basavapatna S.O (Hassan),573113,Delivery,PO,Karnataka Circle,South Karnataka Region,Hassan,21530025,21610003
Belur Hassan S.O,573115,Delivery,PO,Karnataka Circle,South Karnataka Region,Hassan,21530025,21610003
Channarayapatna S.O,573116,Delivery,PO,Karnataka Circle,South Karnataka Region,Hassan,21530025,21610003
Doddamettikurke S.O,573117,Delivery,PO,Karnataka Circle,South Karnataka Region,Hassan,21530025,21610003
Dudda R S S.O,573118,Delivery,PO,Karnataka Circle,South Karnataka Region,Hassan,21530025,21610003
Gandasi S.O,573119,Delivery,PO,Karnataka Circle,South Karnataka Region,Hassan,21530025,21610003
Gorur S.O,573120,Delivery,PO,Karnataka Circle,South Karnataka Region,Hassan,21530025,21610003
Halebeedu S.O,573121,Delivery,PO,Karnataka Circle,South Karnataka Region,Hassan,21530025,21610003
Haranahalli S.O,573122,Delivery,PO,Karnataka Circle,South Karnataka Region,Hassan,21530025,21610003
Hethur S.O,573123,Delivery,PO,Karnataka Circle,South Karnataka Region,Hassan,21530025,21610003
Hirisave S.O,573124,Delivery,PO,Karnataka Circle,South Karnataka Region,Hassan,21530025,21610003
Javagal S.O,573125,Delivery,PO,Karnataka Circle,South Karnataka Region,Hassan,21530025,21610003
Jaya Chamaraja Pura S.O,573126,Delivery,PO,Karnataka Circle,South Karnataka Region,Hassan,21530025,21610003
Bykere S.O,573127,Delivery,PO,Karnataka Circle,South Karnataka Region,Hassan,21530025,21610003
Kattaya S.O,573128,Delivery,PO,Karnataka Circle,South Karnataka Region,Hassan,21530025,21610003
Kenchammanahosakote S.O,573129,Delivery,PO,Karnataka Circle,South Karnataka Region,Hassan,21530025,21610003
Konanur S.O,573130,Delivery,PO,Karnataka Circle,South Karnataka Region,Hassan,21530025,21610003
Nuggihalli S.O,573131,Delivery,PO,Karnataka Circle,South Karnataka Region,Hassan,21530025,21610003
Ramanathapura S.O,573133,Delivery,PO,Karnataka Circle,South Karnataka Region,Hassan,21530025,21610003
Sakleshpur S.O,573134,Delivery,PO,Karnataka Circle,South Karnataka Region,Hassan,21530025,21610003
Shravanabelagola S.O,573135,Delivery,PO,Karnataka Circle,South Karnataka Region,Hassan,21530025,21610003
Keralapura S.O,573136,Delivery,PO,Karnataka Circle,South Karnataka Region,Hassan,21530025,21610003
Yeslur S.O,573137,Delivery,PO,Karnataka Circle,South Karnataka Region,Hassan,21530025,21610003
Didaga S.O,573141,Delivery,PO,Karnataka Circle,South Karnataka Region,Hassan,21530025,21610003
Doddamagge S.O,573142,Delivery,PO,Karnataka Circle,South Karnataka Region,Hassan,21530025,21610003
Kanakatte S.O,573144,Delivery,PO,Karnataka Circle,South Karnataka Region,Hassan,21530025,21610003
Bageshpura S.O,573162,Delivery,PO,Karnataka Circle,South Karnataka Region,Hassan,21530025,21610003
Lalanakere S.O,573164,Delivery,PO,Karnataka Circle,South Karnataka Region,Hassan,21530025,21610003
Hanbalu S.O,573165,Delivery,PO,Karnataka Circle,South Karnataka Region,Hassan,21530025,21610003
Hassan H.O,573201,Delivery,HO,Karnataka Circle,South Karnataka Region,Hassan,21530025,21610003
Vidyanagar (Hassan) S.O,573202,Delivery,PO,Karnataka Circle,South Karnataka Region,Hassan,21530025,21610003
Hallymysore S.O,573210,Delivery,PO,Karnataka Circle,South Karnataka Region,Hassan,21530025,21610003
Holenarsipur S.O,573211,Delivery,PO,Karnataka Circle,South Karnataka Region,Hassan,21530025,21610003
Mosale Hosahalli S.O,573212,Delivery,PO,Karnataka Circle,South Karnataka Region,Hassan,21530025,21610003
Alur S.O (Hassan),573213,Delivery,PO,Karnataka Circle,South Karnataka Region,Hassan,21530025,21610003
Ballupet S.O,573214,Delivery,PO,Karnataka Circle,South Karnataka Region,Hassan,21530025,21610003
Bikkodu S.O,573215,Delivery,PO,Karnataka Circle,South Karnataka Region,Hassan,21530025,21610003
Hagare S.O,573216,Delivery,PO,Karnataka Circle,South Karnataka Region,Hassan,21530025,21610003
Kandali S.O,573217,Delivery,PO,Karnataka Circle,South Karnataka Region,Hassan,21530025,21610003
Palya S.O,573218,Delivery,PO,Karnataka Circle,South Karnataka Region,Hassan,21530025,21610003
Salagame S.O,573219,Delivery,PO,Karnataka Circle,South Karnataka Region,Hassan,21530025,21610003
Shanthigrama S.O,573220,Delivery,PO,Karnataka Circle,South Karnataka Region,Hassan,21530025,21610003
Agriculture College Campus Dly S.O,573225,Delivery,PO,Karnataka Circle,South Karnataka Region,Hassan,21530025,21610003
Boovanahalli S.O,573226,Delivery,PO,Karnataka Circle,South Karnataka Region,Hassan,21530025,21610003
Madikeri H.O,571201,Delivery,HO,Karnataka Circle,South Karnataka Region,Kodagu,21640085,21610003
Ammathi S.O,571211,Delivery,PO,Karnataka Circle,South Karnataka Region,Kodagu,21640085,21610003
Cheyandane S.O,571212,Delivery,PO,Karnataka Circle,South Karnataka Region,Kodagu,21640085,21610003
Gonikoppal S.O,571213,Delivery,PO,Karnataka Circle,South Karnataka Region,Kodagu,21640085,21610003
Napoklu S.O,571214,Delivery,PO,Karnataka Circle,South Karnataka Region,Kodagu,21640085,21610003
Pollibetta S.O,571215,Delivery,PO,Karnataka Circle,South Karnataka Region,Kodagu,21640085,21610003
Ponnampet S.O,571216,Delivery,PO,Karnataka Circle,South Karnataka Region,Kodagu,21640085,21610003
Srimangala S.O,571217,Delivery,PO,Karnataka Circle,South Karnataka Region,Kodagu,21640085,21610003
Virajpet S.O,571218,Delivery,PO,Karnataka Circle,South Karnataka Region,Kodagu,21640085,21610003
Balele S.O,571219,Delivery,PO,Karnataka Circle,South Karnataka Region,Kodagu,21640085,21610003
Kodlipet S.O,571231,Delivery,PO,Karnataka Circle,South Karnataka Region,Kodagu,21640085,21610003
Kudige S.O,571232,Delivery,PO,Karnataka Circle,South Karnataka Region,Kodagu,21640085,21610003
Kushalnagar S.O,571234,Delivery,PO,Karnataka Circle,South Karnataka Region,Kodagu,21640085,21610003
Shanivarasanthe S.O,571235,Delivery,PO,Karnataka Circle,South Karnataka Region,Kodagu,21640085,21610003
Somwarpet S.O,571236,Delivery,PO,Karnataka Circle,South Karnataka Region,Kodagu,21640085,21610003
Suntikoppa S.O,571237,Delivery,PO,Karnataka Circle,South Karnataka Region,Kodagu,21640085,21610003
Bhagamandala S.O,571247,Delivery,PO,Karnataka Circle,South Karnataka Region,Kodagu,21640085,21610003
Chettalli S.O,571248,Delivery,PO,Karnataka Circle,South Karnataka Region,Kodagu,21640085,21610003
Hudikeri S.O,571249,Delivery,PO,Karnataka Circle,South Karnataka Region,Kodagu,21640085,21610003
Kutta S.O,571250,Delivery,PO,Karnataka Circle,South Karnataka Region,Kodagu,21640085,21610003
Madapura S.O,571251,Delivery,PO,Karnataka Circle,South Karnataka Region,Kodagu,21640085,21610003
Murnad S.O,571252,Delivery,PO,Karnataka Circle,South Karnataka Region,Kodagu,21640085,21610003
Siddapura Kodagu S.O,571253,Delivery,PO,Karnataka Circle,South Karnataka Region,Kodagu,21640085,21610003
Thithimathi S.O,571254,Delivery,PO,Karnataka Circle,South Karnataka Region,Kodagu,21640085,21610003
Dn Palya S.O,561206,Delivery,PO,Karnataka Circle,South Karnataka Region,Kolar,21530027,21610003
Bagepalli S.O,561207,Delivery,PO,Karnataka Circle,South Karnataka Region,Kolar,21530027,21610003
Gauribidanur S.O,561208,Delivery,PO,Karnataka Circle,South Karnataka Region,Kolar,21530027,21610003
Gudibanda S.O (Kolar),561209,Delivery,PO,Karnataka Circle,South Karnataka Region,Kolar,21530027,21610003
Hossur S.O,561210,Delivery,PO,Karnataka Circle,South Karnataka Region,Kolar,21530027,21610003
MANCHENAHALLI S.O,561211,Delivery,PO,Karnataka Circle,South Karnataka Region,Kolar,21530027,21610003
Pathapalya S.O,561212,Delivery,PO,Karnataka Circle,South Karnataka Region,Kolar,21530027,21610003
Thondebhavi S.O,561213,Delivery,PO,Karnataka Circle,South Karnataka Region,Kolar,21530027,21610003
Vatadahosahalli S.O,561228,Delivery,PO,Karnataka Circle,South Karnataka Region,Kolar,21530027,21610003
Chickballapur H.O,562101,Delivery,HO,Karnataka Circle,South Karnataka Region,Kolar,21530027,21610003
Melur S.O (Kolar),562102,Delivery,PO,Karnataka Circle,South Karnataka Region,Kolar,21530027,21610003
Nandi S.O (Kolar),562103,Delivery,PO,Karnataka Circle,South Karnataka Region,Kolar,21530027,21610003
Peresandra S.O,562104,Delivery,PO,Karnataka Circle,South Karnataka Region,Kolar,21530027,21610003
Sidlaghatta S.O,562105,Delivery,PO,Karnataka Circle,South Karnataka Region,Kolar,21530027,21610003
Kolar H.O,563101,Delivery,HO,Karnataka Circle,South Karnataka Region,Kolar,21530027,21610003
Tamaka S.O,563103,Delivery,PO,Karnataka Circle,South Karnataka Region,Kolar,21530027,21610003
Andersonpet S.O,563113,Delivery,PO,Karnataka Circle,South Karnataka Region,Kolar,21530027,21610003
Bangarpet S.O,563114,Delivery,PO,Karnataka Circle,South Karnataka Region,Kolar,21530027,21610003
Beml Nagar S.O,563115,Delivery,PO,Karnataka Circle,South Karnataka Region,Kolar,21530027,21610003
Bethamangala S.O,563116,Delivery,PO,Karnataka Circle,South Karnataka Region,Kolar,21530027,21610003
Championreefs S.O,563117,Delivery,PO,Karnataka Circle,South Karnataka Region,Kolar,21530027,21610003
Coromandel S.O,563118,Delivery,PO,Karnataka Circle,South Karnataka Region,Kolar,21530027,21610003
Marikuppam S.O,563119,Delivery,PO,Karnataka Circle,South Karnataka Region,Kolar,21530027,21610003
Oorgaum S.O,563120,Delivery,PO,Karnataka Circle,South Karnataka Region,Kolar,21530027,21610003
Oorgaumpet S.O,563121,Delivery,PO,Karnataka Circle,South Karnataka Region,Kolar,21530027,21610003
ROBERTSONPET MDG,563122,Delivery,PO,Karnataka Circle,South Karnataka Region,Kolar,21530027,21610003
Batlahalli S.O,563123,Delivery,PO,Karnataka Circle,South Karnataka Region,Kolar,21530027,21610003
Chelur S.O (Kolar),563124,Delivery,PO,Karnataka Circle,South Karnataka Region,Kolar,21530027,21610003
Chintamani S.O,563125,Delivery,PO,Karnataka Circle,South Karnataka Region,Kolar,21530027,21610003
Dalasanur S.O,563126,Delivery,PO,Karnataka Circle,South Karnataka Region,Kolar,21530027,21610003
Devarayasamudra S.O,563127,Delivery,PO,Karnataka Circle,South Karnataka Region,Kolar,21530027,21610003
Kaiwara S.O,563128,Delivery,PO,Karnataka Circle,South Karnataka Region,Kolar,21530027,21610003
Kamasamudra S.O,563129,Delivery,PO,Karnataka Circle,South Karnataka Region,Kolar,21530027,21610003
Malur S.O,563130,Delivery,PO,Karnataka Circle,South Karnataka Region,Kolar,21530027,21610003
Mulbagal S.O,563131,Delivery,PO,Karnataka Circle,South Karnataka Region,Kolar,21530027,21610003
Nangli S.O,563132,Delivery,PO,Karnataka Circle,South Karnataka Region,Kolar,21530027,21610003
Narasapura S.O,563133,Delivery,PO,Karnataka Circle,South Karnataka Region,Kolar,21530027,21610003
Rayalpadu S.O,563134,Delivery,PO,Karnataka Circle,South Karnataka Region,Kolar,21530027,21610003
Srinivaspur S.O,563135,Delivery,PO,Karnataka Circle,South Karnataka Region,Kolar,21530027,21610003
Tayalur S.O,563136,Delivery,PO,Karnataka Circle,South Karnataka Region,Kolar,21530027,21610003
Tekal S.O,563137,Delivery,PO,Karnataka Circle,South Karnataka Region,Kolar,21530027,21610003
Yeldur S.O,563138,Delivery,PO,Karnataka Circle,South Karnataka Region,Kolar,21530027,21610003
Masthi S.O,563139,Delivery,PO,Karnataka Circle,South Karnataka Region,Kolar,21530027,21610003
Murugamale S.O,563146,Delivery,PO,Karnataka Circle,South Karnataka Region,Kolar,21530027,21610003
BUDIKOTE SO,563147,Delivery,PO,Karnataka Circle,South Karnataka Region,Kolar,21530027,21610003
VEMAGAL SO,563157,Delivery,PO,Karnataka Circle,South Karnataka Region,Kolar,21530027,21610003
Burudugunte S.O,563159,Delivery,PO,Karnataka Circle,South Karnataka Region,Kolar,21530027,21610003
Malur Railway Station S.O,563160,Delivery,PO,Karnataka Circle,South Karnataka Region,Kolar,21530027,21610003
Gownipalli S.O,563161,Delivery,PO,Karnataka Circle,South Karnataka Region,Kolar,21530027,21610003
Deshihalli Bangarpet S.O,563162,Delivery,PO,Karnataka Circle,South Karnataka Region,Kolar,21530027,21610003
Chikkathirupathi S.O,563163,Delivery,PO,Karnataka Circle,South Karnataka Region,Kolar,21530027,21610003
Mandya H.O,571401,Delivery,HO,Karnataka Circle,South Karnataka Region,Mandya,21530028,21610003
Sugar Town S.O,571402,Delivery,PO,Karnataka Circle,South Karnataka Region,Mandya,21530028,21610003
Guthal Colony S.O,571403,Delivery,PO,Karnataka Circle,South Karnataka Region,Mandya,21530028,21610003
Acetate Town S.O,571404,Delivery,PO,Karnataka Circle,South Karnataka Region,Mandya,21530028,21610003
V C Farm S.O,571405,Delivery,PO,Karnataka Circle,South Karnataka Region,Mandya,21530028,21610003
Arakere S.O,571415,Delivery,PO,Karnataka Circle,South Karnataka Region,Mandya,21530028,21610003
Basaralu S.O,571416,Delivery,PO,Karnataka Circle,South Karnataka Region,Mandya,21530028,21610003
Belakavadi S.O,571417,Delivery,PO,Karnataka Circle,South Karnataka Region,Mandya,21530028,21610003
Bellur S.O,571418,Delivery,PO,Karnataka Circle,South Karnataka Region,Mandya,21530028,21610003
Besagarahalli S.O,571419,Delivery,PO,Karnataka Circle,South Karnataka Region,Mandya,21530028,21610003
Halagur S.O,571421,Delivery,PO,Karnataka Circle,South Karnataka Region,Mandya,21530028,21610003
Bharathinagar S.O,571422,Delivery,PO,Karnataka Circle,South Karnataka Region,Mandya,21530028,21610003
Kikkeri S.O,571423,Delivery,PO,Karnataka Circle,South Karnataka Region,Mandya,21530028,21610003
Kiragavalu S.O,571424,Delivery,PO,Karnataka Circle,South Karnataka Region,Mandya,21530028,21610003
Koppa mandya S.O,571425,Delivery,PO,Karnataka Circle,South Karnataka Region,Mandya,21530028,21610003
Krishnarajapete S.O,571426,Delivery,PO,Karnataka Circle,South Karnataka Region,Mandya,21530028,21610003
Kyathanahalli S.O,571427,Delivery,PO,Karnataka Circle,South Karnataka Region,Mandya,21530028,21610003
Maddur S.O (Mandya),571428,Delivery,PO,Karnataka Circle,South Karnataka Region,Mandya,21530028,21610003
Shivapura Maddur S.O,571429,Delivery,PO,Karnataka Circle,South Karnataka Region,Mandya,21530028,21610003
Malavalli S.O,571430,Delivery,PO,Karnataka Circle,South Karnataka Region,Mandya,21530028,21610003
Melukote S.O,571431,Delivery,PO,Karnataka Circle,South Karnataka Region,Mandya,21530028,21610003
Nagamangala S.O,571432,Delivery,PO,Karnataka Circle,South Karnataka Region,Mandya,21530028,21610003
Nidaghatta S.O,571433,Delivery,PO,Karnataka Circle,South Karnataka Region,Mandya,21530028,21610003
Pandavapura S.O,571434,Delivery,PO,Karnataka Circle,South Karnataka Region,Mandya,21530028,21610003
Pandavapura R S S.O,571435,Delivery,PO,Karnataka Circle,South Karnataka Region,Mandya,21530028,21610003
Santhebachahalli S.O,571436,Delivery,PO,Karnataka Circle,South Karnataka Region,Mandya,21530028,21610003
Srirangapatna H.O,571438,Delivery,HO,Karnataka Circle,South Karnataka Region,Mandya,21530028,21610003
Devalapura S.O (Mandya),571445,Delivery,PO,Karnataka Circle,South Karnataka Region,Mandya,21530028,21610003
Keragodu S.O,571446,Delivery,PO,Karnataka Circle,South Karnataka Region,Mandya,21530028,21610003
Balagangadaranathnagar S.O,571448,Delivery,PO,Karnataka Circle,South Karnataka Region,Mandya,21530028,21610003
Keelara S.O,571450,Delivery,PO,Karnataka Circle,South Karnataka Region,Mandya,21530028,21610003
Chinakurali S.O,571455,Delivery,PO,Karnataka Circle,South Karnataka Region,Mandya,21530028,21610003
Purigali S.O,571463,Delivery,PO,Karnataka Circle,South Karnataka Region,Mandya,21530028,21610003
Hadli S.O,571475,Delivery,PO,Karnataka Circle,South Karnataka Region,Mandya,21530028,21610003
Kestur S.O,571476,Delivery,PO,Karnataka Circle,South Karnataka Region,Mandya,21530028,21610003
Ganjam S.O,571477,Delivery,PO,Karnataka Circle,South Karnataka Region,Mandya,21530028,21610003
Kottatti S.O,571478,Delivery,PO,Karnataka Circle,South Karnataka Region,Mandya,21530028,21610003
Akkihebbal S.O,571605,Delivery,PO,Karnataka Circle,South Karnataka Region,Mandya,21530028,21610003
Belagola S.O,571606,Delivery,PO,Karnataka Circle,South Karnataka Region,Mandya,21530028,21610003
Krishnaraja Sagar S.O,571607,Delivery,PO,Karnataka Circle,South Karnataka Region,Mandya,21530028,21610003
Bindiganavile S.O,571802,Delivery,PO,Karnataka Circle,South Karnataka Region,Mandya,21530028,21610003
Kirangoor S.O,571807,Delivery,PO,Karnataka Circle,South Karnataka Region,Mandya,21530028,21610003
Chunchanahalli S.O,571811,Delivery,PO,Karnataka Circle,South Karnataka Region,Mandya,21530028,21610003
Bukkinakere S.O,571812,Delivery,PO,Karnataka Circle,South Karnataka Region,Mandya,21530028,21610003
Aikala S.O,574141,Delivery,PO,Karnataka Circle,South Karnataka Region,Mangaluru,21530029,21610003
Bajpe S.O,574142,Delivery,PO,Karnataka Circle,South Karnataka Region,Mangaluru,21530029,21610003
Farangipet S.O,574143,Delivery,PO,Karnataka Circle,South Karnataka Region,Mangaluru,21530029,21610003
Ganjimat S.O,574144,Delivery,PO,Karnataka Circle,South Karnataka Region,Mangaluru,21530029,21610003
Gurpur S.O,574145,Delivery,PO,Karnataka Circle,South Karnataka Region,Mangaluru,21530029,21610003
Haleangady S.O,574146,Delivery,PO,Karnataka Circle,South Karnataka Region,Mangaluru,21530029,21610003
Kateel S.O,574148,Delivery,PO,Karnataka Circle,South Karnataka Region,Mangaluru,21530029,21610003
Kinnigoli S.O,574150,Delivery,PO,Karnataka Circle,South Karnataka Region,Mangaluru,21530029,21610003
Kinnikambla S.O,574151,Delivery,PO,Karnataka Circle,South Karnataka Region,Mangaluru,21530029,21610003
Kurnad S.O,574153,Delivery,PO,Karnataka Circle,South Karnataka Region,Mangaluru,21530029,21610003
Mulki S.O,574154,Delivery,PO,Karnataka Circle,South Karnataka Region,Mangaluru,21530029,21610003
Mangalagangothri S.O,574199,Delivery,PO,Karnataka Circle,South Karnataka Region,Mangaluru,21530029,21610003
Badagayedapadavu S.O,574267,Delivery,PO,Karnataka Circle,South Karnataka Region,Mangaluru,21530029,21610003
Permude S.O,574509,Delivery,PO,Karnataka Circle,South Karnataka Region,Mangaluru,21530029,21610003
Mangaluru H.O,575001,Delivery,HO,Karnataka Circle,South Karnataka Region,Mangaluru,21530029,21610003
Kankanady S.O,575002,Delivery,PO,Karnataka Circle,South Karnataka Region,Mangaluru,21530029,21610003
Kodiyalbail S.O,575003,Delivery,PO,Karnataka Circle,South Karnataka Region,Mangaluru,21530029,21610003
Bijai S.O,575004,Delivery,PO,Karnataka Circle,South Karnataka Region,Mangaluru,21530029,21610003
Kulshekar H.O,575005,Delivery,HO,Karnataka Circle,South Karnataka Region,Mangaluru,21530029,21610003
Ashoknagar(MR) S.O,575006,Delivery,PO,Karnataka Circle,South Karnataka Region,Mangaluru,21530029,21610003
Padil S.O,575007,Delivery,PO,Karnataka Circle,South Karnataka Region,Mangaluru,21530029,21610003
Konchady S.O,575008,Delivery,PO,Karnataka Circle,South Karnataka Region,Mangaluru,21530029,21610003
Panambur S.O,575010,Delivery,PO,Karnataka Circle,South Karnataka Region,Mangaluru,21530029,21610003
Baikampady S.O,575011,Delivery,PO,Karnataka Circle,South Karnataka Region,Mangaluru,21530029,21610003
Kulur S.O,575013,Delivery,PO,Karnataka Circle,South Karnataka Region,Mangaluru,21530029,21610003
Surathkal S.O,575014,Delivery,PO,Karnataka Circle,South Karnataka Region,Mangaluru,21530029,21610003
Kavur S.O,575015,Delivery,PO,Karnataka Circle,South Karnataka Region,Mangaluru,21530029,21610003
Shakthinagar (Dakshina Kannada) S.O,575016,Delivery,PO,Karnataka Circle,South Karnataka Region,Mangaluru,21530029,21610003
Permannur S.O,575017,Delivery,PO,Karnataka Circle,South Karnataka Region,Mangaluru,21530029,21610003
Derlakatte S.O,575018,Delivery,PO,Karnataka Circle,South Karnataka Region,Mangaluru,21530029,21610003
Kulai S.O,575019,Delivery,PO,Karnataka Circle,South Karnataka Region,Mangaluru,21530029,21610003
Ullal S.O,575020,Delivery,PO,Karnataka Circle,South Karnataka Region,Mangaluru,21530029,21610003
Kotekar S.O,575022,Delivery,PO,Karnataka Circle,South Karnataka Region,Mangaluru,21530029,21610003
Someshwar Uchil S.O,575023,Delivery,PO,Karnataka Circle,South Karnataka Region,Mangaluru,21530029,21610003
Srinivasnagar S.O,575025,Delivery,PO,Karnataka Circle,South Karnataka Region,Mangaluru,21530029,21610003
Vamanjoor S.O,575028,Delivery,PO,Karnataka Circle,South Karnataka Region,Mangaluru,21530029,21610003
Pedamale S.O,575029,Delivery,PO,Karnataka Circle,South Karnataka Region,Mangaluru,21530029,21610003
Katipalla S.O,575030,Delivery,PO,Karnataka Circle,South Karnataka Region,Mangaluru,21530029,21610003
Belmannu S.O,576111,Delivery,PO,Karnataka Circle,South Karnataka Region,Mangaluru,21530029,21610003
Mundkur S.O,576121,Delivery,PO,Karnataka Circle,South Karnataka Region,Mangaluru,21530029,21610003
Mysuru H.O,570001,Delivery,HO,Karnataka Circle,South Karnataka Region,Mysuru,21530030,21610003
Vani Vilas Mohalla S.O,570002,Delivery,PO,Karnataka Circle,South Karnataka Region,Mysuru,21530030,21610003
Note Mudran Nagar S.O,570003,Delivery,PO,Karnataka Circle,South Karnataka Region,Mysuru,21530030,21610003
Lakshmipuram S.O (Mysuru),570004,Delivery,PO,Karnataka Circle,South Karnataka Region,Mysuru,21530030,21610003
Mysuru University S.O,570005,Delivery,PO,Karnataka Circle,South Karnataka Region,Mysuru,21530030,21610003
Manasagangothri S.O,570006,Delivery,PO,Karnataka Circle,South Karnataka Region,Mysuru,21530030,21610003
Narasimha Raja Mohalla S.O,570007,Delivery,PO,Karnataka Circle,South Karnataka Region,Mysuru,21530030,21610003
Mysuru South S.O,570008,Delivery,PO,Karnataka Circle,South Karnataka Region,Mysuru,21530030,21610003
Saraswathipuram H.O,570009,Delivery,HO,Karnataka Circle,South Karnataka Region,Mysuru,21530030,21610003
Ittigegud S.O,570010,Delivery,PO,Karnataka Circle,South Karnataka Region,Mysuru,21530030,21610003
Siddarthanagar Nagar S.O,570011,Delivery,PO,Karnataka Circle,South Karnataka Region,Mysuru,21530030,21610003
Jayalakshmipuram S.O (Mysuru),570012,Delivery,PO,Karnataka Circle,South Karnataka Region,Mysuru,21530030,21610003
Jayanagar S.O (Mysuru),570014,Delivery,PO,Karnataka Circle,South Karnataka Region,Mysuru,21530030,21610003
Bannimantap S.O,570015,Delivery,PO,Karnataka Circle,South Karnataka Region,Mysuru,21530030,21610003
Metagalli S.O,570016,Delivery,PO,Karnataka Circle,South Karnataka Region,Mysuru,21530030,21610003
Vijaynagar II Stage S.O,570017,Delivery,PO,Karnataka Circle,South Karnataka Region,Mysuru,21530030,21610003
Belavadi S.O,570018,Delivery,PO,Karnataka Circle,South Karnataka Region,Mysuru,21530030,21610003
Udayagiri S.O (Mysuru),570019,Delivery,PO,Karnataka Circle,South Karnataka Region,Mysuru,21530030,21610003
Yadavagiri S.O,570020,Delivery,PO,Karnataka Circle,South Karnataka Region,Mysuru,21530030,21610003
Ramakrishna Nagar S.O (Mysuru),570022,Delivery,PO,Karnataka Circle,South Karnataka Region,Mysuru,21530030,21610003
Kuvempunagar S.O (Mysuru),570023,Delivery,PO,Karnataka Circle,South Karnataka Region,Mysuru,21530030,21610003
